Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department
NASA-0017-2023,NASA,Jet Propulsion Laboratory,,TRN (Terrain Relative Navigation),"Terrain Relative Navigation (TRN) estimates position during Mars landing by automatically matching landmarks
identified in descent images to a map generated from orbital imagery. The position estimate is used to a select a
safe and reachable landing site in a region with many large hazards. TRN was used successfully by the Mars 2020
mission during its landing on February 18th, 2021 and will be used on Mars Sample Return Lander.",In-use,Computer vision and state Estimation.,,National Aeronautics and Space Administration
NASA-0018-2023,NASA,Langley Research Center,,Autonomous WAiting Room Evaluation (AWARE),"Using an existing security camera and YOLO Machine Learning model to detect and count number of people waiting
for service at Langley's Badge & Pass Office. When a predetermined threshold of people is exceeded, automated
texts and emails are sent to request additional help at the service counters.",In-use,Convolutional Neural Network,,National Aeronautics and Space Administration
NASA-0019-2023,NASA,Langley Research Center,,Geophysical Observations Toolkit for Evaluating Coral Health (GOTECH),"Three capstone projects conducted 2021-2022 with Georgia Tech and University of Rochester to develop machine
learning models that can analyze satellite LIDAR imagery to detect coral reefs and monitor their health. Capstones
were conducted with support of Coral Vita (an NGO) and the National Institute of Aerospace. Results were
presented at United Nations COP27.",In-use,"support vector machine, artificial neural network",https://ntrs.nasa.gov/citations/20220010955,National Aeronautics and Space Administration
NASA-0020-2023,NASA,Langley Research Center,,Lessons Learned Bot (LLB),"In near real-time, the Lessons Learned Bot, or LLB, brings lessons learned (LL) documents to users through a
Microsoft Excel add-in application locally installed to search for LL content relevant to the text within the selected
Excel cell. The application will encompass a corpus of documents, a trained Machine Learning (ML) model, built-in
ML tools to train user’s documents, and an easy-to-use user interface to allow for the streamlined discovery of LL
content. Today, NASA’s LL are online and searchable via keywords. Nevertheless, users often face a challenge to find
lessons relevant to their issues. Applying the advancement in Natural Language Processing (NLP) ML algorithm, the
LLB can find and rank LL records relevant to text in the user’s selected Excel cells, containing just a few words or
entire paragraphs of text. Results are displayed to the user in their existing Excel workflow. The LLB’s installation
package comes with a pre-trained NASA LL dataset and a NASA Scientific and Technical Information (STI) dataset, as
well as on-demand training tools allowing the user to apply the LLB search algorithm to their own discipline specific
datasets.Additionally, we also have an API version of this software that can be called from any application within the
Agency firewall.",In-use,,,National Aeronautics and Space Administration
NASA-0021-2023,NASA,Langley Research Center,,Pedestrian Safety Corridors for Drone Test Range,"NASA Langley Research Center (LaRC) is actively experimenting with Unmanned Aerial Systems (UAS - Drones and
surrounding systems) to include command, control, coordination and safety mechanisms. LaRC is expanding an on-
site UAS test range, to include areas where people walk, drive, etc. This project leverages the parking advisor image
recognition project and applies it to detecting pedestrian traffic to supplement statistical assessment of human-
heavy and human lite traffic areas with near-real time human-presence-detection. Inputs include camera signals
and hand labelled training data. Outputs include maps indicating density of human pedestrian traffic. The results
have been embedded into the GRASP flight risk simulation tool.",In-use,,https://gitlab.grc.nasa.gov/dmtrent/wahldo-1,National Aeronautics and Space Administration
NASA-0022-2023,NASA,Marshall Space Flight Center,,Airplane detection,Deep learning-based airplane detection from high-resolution satellite imagery,In-use,,,National Aeronautics and Space Administration
NASA-0023-2023,NASA,Marshall Space Flight Center,,Automatic Detection of Impervious Surfaces from Remotely Sensed Data Using Deep Learning,"Uses a U-Net based architecture with VGG-19 as an encoder block and custom decoder block to map the impervious
surfaces using Landsat and OSM data patches",In-use,,,National Aeronautics and Space Administration
NASA-0024-2023,NASA,Marshall Space Flight Center,,Deep Learning Approaches for mapping surface water using Sentinel-1,Uses a U-Net based architecture to map surface water using the Sentinel-1 SAR Images,In-use,,,National Aeronautics and Space Administration
NASA-0025-2023,NASA,Marshall Space Flight Center,,Deep Learning-based Hurricane Intensity Estimator,"A web-based situational awareness tool that uses deep learning on satellite images to objectively estimate
windspeed of a hurricane",In-use,,,National Aeronautics and Space Administration
NASA-0026-2023,NASA,Marshall Space Flight Center,,Forecasting Algal Blooms With Ai In Lake Atitlán,"Deep analyses on image datasets from different satellites. Machine learning will help to identify the variables that
could predict future algal blooms. Knowledge on what those triggers are can turn into precise preventative action,
not just in Lake Atitlan, but also in other freshwater bodies with similar conditions in Central and South America.",In-use,,,National Aeronautics and Space Administration
NASA-0027-2023,NASA,Marshall Space Flight Center,,GCMD Keyword Recommender (GKR),Natural Language Processing-based science keyword suggestion tool,In-use,Natural Language Processing,,National Aeronautics and Space Administration
NASA-0028-2023,NASA,Marshall Space Flight Center,,ImageLabeler,Web-based Collaborative Machine Learning Training Data Generation Tool,In-use,,,National Aeronautics and Space Administration
NASA-0029-2023,NASA,Marshall Space Flight Center,,"Mapping sugarcane in Thailand using transfer learning, a lightweight convolutional neural network, NICFI high resolution satellite imagery and Google Earth Engine","Uses a U-Net based architecture with MobileNetV2 based encoder with transfer learning from global model to map
the sugarcane pixels in Thailand. This uses NICFI mosaic for the training purpose.",In-use,,,National Aeronautics and Space Administration
NASA-0030-2023,NASA,Marshall Space Flight Center,,Predicting streamflow with deep learning,"Uses a long short-term memory model to predict streamflow at USGS gauges sites with inputs from the NASA Land
Information System and forecasts of precipitation",In-use,,,National Aeronautics and Space Administration
NASA-0031-2023,NASA,Marshall Space Flight Center,,Ship detection,Deep learning-based ship detection from high-resolution satellite imagery,In-use,,,National Aeronautics and Space Administration
NASA-0032-2023,NASA,Marshall Space Flight Center,,Similarity Search for Earth Science Image Archive,Self Supervised Based Learning approach to search image archives using a query image,In-use,,,National Aeronautics and Space Administration
OPM-0000-2023,OPM,HRS/FSC/ASMG & OCIO/FITBS,,Human Resource Apprentice (HRA),"Evaluate the technical feasibility, validity, and affordability of providing AI-supported applicant review help to HR Specialists in USA Staffing. OPM will also evaluate prototype against fairness and bias standards to ensure it does not introduce adverse impact to the hiring process. The key metric that OPM is seeking is “can the AI solution deliver faster, more accurate evaluations of applicant qualifications when compared to experienced HR Specialists?”",Development and Acquisition,,,U.S. Office of Personnel Management
OPM-0001-2023,OPM,HRS/USAJOBS,,Skills matching on Open Opportunities,"The website uses Skills engine, a third party vendor, to provide personalized recommendations to users based on user input text and opportunity descriptions",Operation and Maintenance,Natural Language Processing,,U.S. Office of Personnel Management
OPM-0002-2023,OPM,HRS/USAJOBS,,Similar Job Recommendations,USAJOBS is planning to use natural language processing to provide better matches between posted job opportunities in order to help users identify opportunities of interest.,Development and Acquisition,Natural Language Processing,,U.S. Office of Personnel Management
OPM-0003-2023,OPM,RS/RO,,Retirement Services (RS) Chat Bot,"A chatbot is a computer program that uses artificial intelligence (AI) and natural language processing to understand customer questions and automate responses to them, simulating human conversation.  Retirement Services uses the chatbot to answer user questions related to Survivor Benefits. The bot initially started with a set of 13 questions and continues to grow based on reviews of user interaction.",Operation and Maintenance,Natural Language Processing,,U.S. Office of Personnel Management
SSA-0000-2023,SSA,"Office of Analytics, Review, and Oversight",,Modernized Development Worksheet (MDW),This process uses AI to review textual data that is part of claim development tasks so it can be categorized into workload topics using natural language processing to facilitate faster technician review.,,,,Social Security Administration
SSA-0001-2023,SSA,"Office of Analytics, Review, and Oversight",,Anomalous iClaim Predictive Model,The anomalous iClaim predictive model is a machine learning model that identifies high-risk iClaims. These claims are then sent to Operations for further review before additional action is taken to adjudicate the claims. ,,,,Social Security Administration
SSA-0002-2023,SSA,"Office of Analytics, Review, and Oversight",,Pre-Effectuation Review / Targeted Denial Review Models,These review models use machine learning to identify cases with greatest likelihood of disability eligibility determination error and refer them for quality review checks.  ,,,,Social Security Administration
SSA-0003-2023,SSA,"Office of Analytics, Review, and Oversight",,Rep Payee Misuse Model,This model uses machine learning to estimate the probability of resource misuse by representative payees and flag the cases for a technician to examine.,,,,Social Security Administration
SSA-0004-2023,SSA,"Office of Analytics, Review, and Oversight",,CDR Model,This model uses machine learning techniques to identify disability cases with the greatest likelihood of medical improvement and flag them for a coninuing disability review.,,,,Social Security Administration
SSA-0005-2023,SSA,"Office of Analytics, Review, and Oversight",,SSI Redetermination Model,This model uses machine learning to identify supplemental security income cases with highest expected overpayments due to changes in financial eligibility and flag them for technician review.  ,,,,Social Security Administration
SSA-0006-2023,SSA,"Office of Analytics, Review, and Oversight",,Medicare Part D Subsidy Model,This model uses machine learning to identify cases most likely to have incorrect Medicare Part D subsidies and flag them for technician review.,,,,Social Security Administration
SSA-0007-2023,SSA,"Office of Analytics, Review, and Oversight",,PATH Model,This model uses machine learning to identify cases likely to receive an allowance at the hearing level and refer them to administrative law judges or senior adjudicators for prioritized review.,,,,Social Security Administration
SSA-0008-2023,SSA,"Office of Analytics, Review, and Oversight; Office of Hearing Operations, Office of Disability Systems",,Insight,"Insight is decision support software used by hearings and appeals-level Disability Program adjudicators to help maximize the quality, speed, and consistency of their decision making.  Insight analyzes the free text of disability decisions and other case data to offer adjudicators real-time alerts on potential quality issues and case-specific reference information within a web application.  It also offers adjudicators a series of interactive tools to help streamline their work.  Adjudicators can leverage these features to speed their work and fix issues before the case moves forward (e.g. to another reviewing employee or to the claimant).  Insight�s features are powered by several natural language processing and artificial intelligence packages and techniques.",,,,Social Security Administration
SSA-0009-2023,SSA,"Office of Disability Determinations, Office of Disability Information Systems",,Intelligent Medical Language Analysis Generation (IMAGEN),"IMAGEN is an IT Modernization Disability Analytics & Disability Decision Support (ADDS) Product that will provide new tools and services to visualize, search and more easily identify relevant clinical content in medical records.  These tools and services will improve the efficiency and consistency of disability determinations and decisions and provide a foundation for machine-based decisional guidance. IMAGEN will transform text to data and enable disability adjudicators to leverage various machine learning technologies like Natural Language Processing (NLP) and predictive analytics and will support other high-priority agency initiatives such as fraud prevention and detection.",,,,Social Security Administration
SSA-0010-2023,SSA,"Office of Disability Information Systems, Office of Hearing Operations, Office of Appellate Operations",,Duplicate Identification Process (DIP),"Duplicate Identification Process's (DIP's) objective is to help the user to�identify and flag�and mark duplicates�more efficiently, reducing the amount�of time spent to review�cases for�hearings.�DIP uses artificial�intelligence software in the form of image recognition technology to accurately�identify duplicates consistent with SSA�policy.?",,,,Social Security Administration
SSA-0011-2023,SSA,"Office of Disability Information Systems, Office of Hearing Operations, Office of Appellate Operations",,Handwriting recognition from forms,AI performs OCR against handwritten entries on specific standard forms submitted by clients. This use case is in support of an Robtic Process Automation effort as well as a standalone use.,,,,Social Security Administration
SSA-0012-2023,SSA,Office of Retirement of Disability Programs,,Quick Disability Determinations Process,"The Quick Disability Determinations (QDD) process uses a computer-based predictive model to screen initial applications to identify cases where a favorable disability determination is highly likely and medical evidence is readily available. The Agency bases the QDD model�s predictive scores on historical data from application forms completed by millions of applicants. By identifying QDD cases early in the process, the Social Security Administration can prioritize this workload and expedite case processing.  The Agency routinely refines the QDD model to reflect the characteristics of the recent applicant population and optimize its ability to identify strong candidates for expedited processing. ",,,,Social Security Administration
SSA-0013-2023,SSA,Office of Systems,,Mobile Wage Reporting (MOBWR),Mobile Wage Reporting uses AI to extract text/data from scanned images/documents represeting pay stubs or payroll information to enable faster processing.,,,,Social Security Administration
TREAS-0000-2023,TREAS,,,Account Management Chatbot,"The Accounts Management Chatbot leverages a natural language 
understanding model within the eGain intent engine. This NLU maps 
utterances to a specific intents, and returns the appropriate knowledge 
article.",Operation and Maintenance,,,Department of Treasury
TREAS-0001-2023,TREAS,,,Appeals Case Memorandum,"The Appeals Case Memorandum (ACM) leverages natural language 
processing capabilities to assist with extraction, consolidation, and labeling 
of unstructured text from IRS ACM documents, automatic identification of 
key information, and processing results into a structured format. The 
outcome of this processes is for IRS staff to review appeals information for 
insights, which can be used upstream to enhance case quality, consistency, 
and performance. Summary of results involve detailed analysis on text 
relationships, issues, and citation narrative text paragraphs to provide 
insight on issues commonly adjusted during the appeals process.",Implementation,,,Department of Treasury
TREAS-0002-2023,TREAS,,,Coin quality inspection system,"Automated coin visual inspection tools to search for defects on production 
lines. Currently each coining press operator manually inspects coins for 
quality. Improve quality and eliminate waste.  Researching feasibility and 
tools.",Initiation,,,Department of Treasury
TREAS-0003-2023,TREAS,,,Collection Chat Bot,"The Natural Language Understanding (NLU) model will be located inside 
the eGain intent engine. This NLU will take customer typed text input aka 
– Utterances.  It will map the utterance to a specific intent and return the 
appropriate knowledge article.",In production: less than six months,,,Department of Treasury
TREAS-0004-2023,TREAS,,,Collection Voice Bot,"The Nuance Natural Language Understanding (NLU) model will be located 
inside the Automated Collections IVR (ACI) main menu. This NLU will take 
customer speech input aka – Utterances.  It will map the utterance to a 
specific intent and direct the taxpayer down to a certain call path.",In production: less than six months,,,Department of Treasury
TREAS-0005-2023,TREAS,,,CX Analytics,"IRS' Customer Experience (CX) Analytics is a capability that uses multiple, 
customer service-related data sources to identify 
issues/anomalies/improvement opportunities across the customer service 
channel modes.",Implementation,,,Department of Treasury
TREAS-0006-2023,TREAS,,,DATA Act,"The Digital Accountability and Transparency Act (DATA) Act Bot automates 
verifying that IRS Federal Procurement Data System (FPDS) reporting 
matches the information in contract documents (e.g. dollar amounts, 
dates, location of work). Natural language processing is used to extract 
unstructured information from contract documents. F1 scores are used to 
measure performance of validation models for each specific data element.",Planned (not in production),,,Department of Treasury
TREAS-0007-2023,TREAS,,,Inventory Item Replenishment MLR Modeling Pilot - Phase 1b,"The Bureau of Engraving and Printing wanted to establish a proof of 
concept (POC) for Predictive Analytics at the BEP. This POC consisted of 
developing a Logistic Regression model for the Office of Supply Chain 
Management (OSCM), to predict whether an item would be delivered by 
the specified ""Need by Date"". This is the date that the BEP needs the 
material in its facility and is set automatically to 128 days when a purchase 
order (PO) is approved in the system. The model utilizes historical 
requisition, vendor, and item specific data to come up with binary (0 or 1) 
predictions, which are then used to determine whether an item will be 
delivered on-time or if the OSCM should expect a delay. If the model 
outputs a 1, we expect that the item will be delayed and the OSCM can be 
proactive in their decision making to prepare for a potential inventory 
shortage.",Development and Acquisition,,,Department of Treasury
TREAS-0008-2023,TREAS,,,Inventory Item Replenishment MLR Modeling POC - Phase 1a,"The Bureau of Engraving and Printing wanted to establish a proof of 
concept (POC) for Predictive Analytics at the BEP. This POC consisted of 
developing a Multiple Linear Regression (MLR) model to predict Processing 
Lead Times for the Office of Supply Chain Management (OSCM). 
Processing Lead Times are the numbers of days it takes an item to be 
delivered to the target facility from the time the purchase order (PO) was 
approved. The model utilizes historical requisition, vendor, and item 
specific data to come up with numerical predictions, which are then used 
to determine whether an item will be delivered on-time or if the OSCM 
should expect a delay. If a delay is expected, the OSCM can be proactive in 
their decision making to prepare for a potential inventory shortage.",Development and Acquisition,,,Department of Treasury
TREAS-0009-2023,TREAS,,,Inventory Item Replenishment MLR Modeling POC - Phase 2,"The Bureau of Engraving and Printing wanted to operationalize a model 
using their newly deployed Cloudera Data Science Workbench (CDSW) 
application to predict whether an item would be delivered by the vendor 
Promised Date. This date is the date the vendor promises an item to be 
delivered to BEP. The model utilizes historical requisition, vendor, and 
item specific data to come up with binary (0 or 1) predictions, which are 
then used to determine whether an item will be delivered on-time or if the 
OSCM should expect a delay. If the model outputs a 1, we expect that the 
item will be delayed and the OSCM can be proactive in their decision 
making to prepare for a potential inventory shortage.",Development and Acquisition,,,Department of Treasury
TREAS-0010-2023,TREAS,,,NRP Redesign,"Deploy state-of-the-art AI machine learning methods to provide a lower 
opportunity cost method of estimating a compliance baseline to support 
tax gap estimation, improper payments reporting, development and 
validation of workload identification and selection models, and inform 
policy analysis.  System inputs require existing NRP data which provide an 
acceptable level of precision and quality for an acceptable level of data 
quality output.",In production: less than one year,,,Department of Treasury
TREAS-0011-2023,TREAS,,,Predictive equipment maintenance system,"Predictive maintenance to increase equipment uptime, improve safety, 
lower maintenance cost. Researching feasibility and tools.",Initiation,,,Department of Treasury
TREAS-0012-2023,TREAS,,,TAS Virtual Assistant,"The TAS Virtual Assistant Chatbot will capture utterances from 
taxpayers/end-users to direct them to helpful resources on IRS and TAS 
public websites.",Initiation,,,Department of Treasury
TREAS-0013-2023,TREAS,,,Taxpayer Accessibility - Machine Translation (MT),"Taxpayer Accessibility Machine Translation (MT) is a SaaS based 
Commercial Off-the-Shelf (COTS) product that uses Amazon Translate, a 
neural machine translation (NMT) service. The MT solution implements 
customization features in the product which will have capabilities to 
integrate existing Linguistics Policies Tools and Services (LPTS) translations 
and workflows through a centralized repository formed by a collection of 
existing and customized IRS glossaries to return translations from English 
to Spanish (and Spanish to English) that more accurately reflect native-
tongue verbiage.",Implementation,,,Department of Treasury
USAID-0000-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Media Early Warning System (MEWS),To detect narratives and trends in social media alterations of images and video in order to find and counteract malign narratives,Initiation,,,U.S. Agency for International Development
USAID-0001-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Gender differentiated credit scoring,"University of California, Berkeley, is building a machine learning model to conduct gender differentiated credit scoring for customers of Rappicard in Mexico. They will compare this ML model to Rappi's ""status quo"" model to determine whether a gender differentiated model leads to greater access to credit for women.",Initiation,XGBoost algorithm with parameters tuned via random hyperparameter search using 5-fold cross validation on the training dataset for 60 iterations (resulting in at least a 95% chance of finding a hyperparameter combination in the best 5% of combinations). The scores resulting from the XGBoost are calibrated via Platt scaling so that model scores can be interpreted as default probabilities. These is standard method for training credit scoring algorithms in the industry.,,U.S. Agency for International Development
USAID-0002-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Machine Learning for Peace,"Objective 1 under the Illuminating New Solutions and Programmatic Innovations for Resilient Spaces’ (INSPIRES). Includes program activities
and website - https://web.sas.upenn.edu/mlp-devlab/",Development and Acquisition,,,U.S. Agency for International Development
USAID-0003-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Long-term impacts of land-use/land-cover dynamics on surface water quality in Botswana’s reservoirs using satellite data and artificial intelligence methods: Case study of the Botswana’s Limpopo River Basin (1984-2019),"For water supply, semi-arid Botswana relies on the reservoirs within the Botswana’s LRB. Reservoirs are particularly susceptible to the negative impacts of land-use and land-cover (LULC) activities and runoff because of their complex dynamics, relatively longer water residence times, and their role as an integrating sink for pollutants from their drainage basins. Despite these interrelationships and significance in regional and global economic stability, land and water (L-W) are often treated in “silos”. To understand the complex L-W nexus within the LRB, this study will use data-driven artificial intelligence for quantitative determination of the relationships between LULC change, together with socioeconomic development indicators and climate change, and their impacts on water quality and availability within the basin, both for 1984-2019 and to predict future scenarios (2020-2050). To advance data acquisition for LULC analysis and climate change, the study utilizes optical Earth-observation and meteorological satellite data. To provide near real-time and cost-effective approach for continuous monitoring of reservoir water quality within the basin, the study will develop empirical models for water quality estimation and water quality index mapping using 35-years of in-situ water quality measurements and water spectral observations using drone-borne spectrometer and optical satellite imagery through regression modeling and geospatial methods.",Development and Acquisition,,,U.S. Agency for International Development
USAID-0004-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Morogoro youth empowerment through establishment of social innovation (YEESI) lab for problem-centered training in machine vision,"The project proposes to establish a social innovation lab for a machine vision program that will be used by youth in the Morogoro region of Tanzania. There are young people in the area who have studied information technologies and allied sciences, and while most of them can write computer programs, they cannot solve machine vision problems. This project aims to increase awareness among the youth of Morogoro and nearby regions to address machine vision problems in agriculture. Machine vision is a new and understudied practice in Tanzania; hence, this project will contribute to efforts in the creation of scientific societies that address the most pressing problems faced by more than 80% of Tanzania’s population who engage in farming. The main agricultural problems can be classified into five categories, as explained below: (1) Disease Detection and Classification: The project will develop experts who will solve problems in disease identification using machine vision for most of the diseases in crops and livestock, which are misdiagnosed by farmers. (2) Weed Classification: The project will develop algorithms that accurately identify weeds and contribute to the growing scientific database for automatic weed detection. (3) Pest Detection and Classification: Appropriate tools using machine vision for Integrated Pest Management (IPM) are needed in Tanzania, as IPM has been hindered due to a lack of extension officers to train farmers on mitigation and identification of pests in agriculture. (4) Crop Seedlings Stand Count and Yield Estimation: Use of machine vision and drones instead of scouting manually to estimate stand counts would provide appropriate mitigation strategies for replanting that would be beneficial to commercial farmers. Also of importance are algorithms to sort and estimate yield by counting the fruits and to estimate the amount of other agricultural products. (5) Crop Vigor Estimation: Most farmers apply inputs evenly across the farm because they cannot predetermine crop vigor. Accurate estimation of crop health would help farmers to mitigate the problems earlier and improve crop performance and avoid failure. Algorithms to determine crop vigor developed in this project will contribute to the improvement of the methods to estimate crop performance earlier.",Development and Acquisition,,,U.S. Agency for International Development
USAID-0005-2023,USAID,"Bureau for Development, Democracy, and Innovation (DDI)",,Project Vikela,Use AI to detect illegal rhino horn in airplane luggage X-Ray scanners,Operation and Maintenance,Machine Learning,,U.S. Agency for International Development
USAID-0006-2023,USAID,Bureau for Global Health (GH),,Using ML for predicting treatment interruption among PLHIV in Nigeria,"Using data from USAID funded Strengthening Integrated Delivery of HIV/AIDS Services (SIDHAS) project in Nigeria we trained and tested an algorithm that can be used for predicting the probability that someone newly initiated on ART will interrupt treatment. The algorithm has been successfully integrated into the Lafiya Management Information System (LAMIS), the individual-level client level electronic medical record system. Each week the outputs, for each new patient is shared with staff at the health facilities and those at high risk are provided with more intensive follow up support to reduce the risk of treatment interruption. We also conducted a qualitative assessment among to health care workers at the facilities to determine their perception of ML and determine what additional support are required for institutionalizing ML into their routine work.   ",Development and Acquisition,,,U.S. Agency for International Development
USAID-0007-2023,USAID,Bureau for Global Health (GH),,Breakthrough RESEARCH’s Social Media Listening,"Social media listening draws on machine learning to synthesize and organize the vast quantities of data shared over social media platforms. Breakthrough RESEARCH carried out social listening on 12,301 social media posts in Nigeria to explore how gender-related online conversations manifest themselves and whether they have changed in the last five years. Using Crimson Hexagon’s machine learning algorithm, “Brightview,” publicly available social media content originating in the countries of interest was scraped by the algorithm, for posts relevant to RH/FP and youth. The resulting social media posts were then classified by topic, using language detected in the content. This provided a dataset categorizing conversations into overarching topics, allowing analyses to uncover key trends in topic specific conversation volume, insights about misinformation, attitudes and social norms, and more. The machine learning algorithm was able to identify relevant social media content. The 12,301 social media posts were qualitatively assessed and categorized, allowing researchers to monitor and track social media conversations far more expansively than allowed by research methods more traditionally used in public health and SBC programs.",Operation and Maintenance,,,U.S. Agency for International Development
USAID-0008-2023,USAID,Bureau for Global Health (GH),,Serbia: AI predictions for the utilization of hospital beds,"AI technology was used to predict bed occupancy at hospitals with MoH data from 2019, with an overall median error by department around 20%. This was a proof-of-concept model developed at the request of the Institute of Public Health (IPH) Batut to understand how AI can work and the value add. CHISU was asked to subsequently focus on a different use case (waiting list optimization for scheduled imaging diagnostics services, specifically CT and MRI), which is considered higher priority to demonstrate the implementation of the national AI strategy and the effect of AI in data use for decision making by the government, and will be addressed in the 2023-4.",Implementation,,,U.S. Agency for International Development
USAID-0009-2023,USAID,Bureau for Global Health (GH),,Mali: AI predictions for the optimization of the allocation of the distribution of COVID-19 vaccines,AI technology was used to develop a pandemic preparedness AI model to support allocation of COVID-19 vaccines based on a multi-tiered strategy for target populations: 1) hotspots for COVID-19 positive cases and 2) pregnant/breastfeeding women using DHIS2 data. This was a proof-of-concept model.,Implementation,,,U.S. Agency for International Development
USAID-0010-2023,USAID,Bureau for Global Health (GH),,Indonesia: AI predictions for improving forecasts for TB drugs,AI technology will be used to develop a forecasting AI model for TB sensitive drugs to inform more accurate annual quantification exercises for the MoH linked to their national data integration platform SatuSehat,Initiation,,,U.S. Agency for International Development
USAID-0011-2023,USAID,Bureau for Latin America and the Caribbean,,NASA SERVIR - Bias Correcting Historical GEOGloWS ECMWF Streamflow Service (GESS) data using Machine Learning (ML) Techniques,"GEOGloWS ECMWF Streamflow Service (GESS) helps to organize the international community engaged in the hydrologic sciences, observations, and their application to forecasting and provides a forum for government-to-government collaboration, and engagement with the academic and private sectors to achieve the delivery of actionable water information. Since the formal creation of the initiative in 2017, the most significant element of GEOGloWS has been the application of Earth Observations (EO) to create a system that forecasts flow on every river of the world while also providing a 40-year simulated historical flow.

This application uses Long Short Term Memory (LSTM) Model with the time series of discharge data to bias correct the globally available GESS discharge information locally.",Development and Acquisition,,,U.S. Agency for International Development
USAID-0012-2023,USAID,Bureau for Latin America and the Caribbean,,"NASA SERVIR - Using artificial intelligence to forecast harmful algae blooms in Lake Atitlán, Guatemala","This application uses machine learning with Earth observations and weather-modeled data to forecast daily algal blooms in Lake Atitlán, Guatemala. The forecasting system is being used by Lake Authorities, such as the  Authority for Sustainable Management of the Lake Atitlan Basin and its surroundings (AMSCLAE),  to inform their Harmful Algal Blooms Alert System. This work is also supported by National Geographic and Microsoft through their Artificial Intelligence (AI) for Innovation grants. ",Implementation,,,U.S. Agency for International Development
USAID-0013-2023,USAID,Bureau for Latin America and the Caribbean,,NASA SERVIR - Mapping urban vulnerability using AI techniques,"This activity will improve urban vulnerability assessment in key population centers, particularly by co-creating replicable methods to use satellite imagery to map informal settlements. ",Initiation,,,U.S. Agency for International Development
USDA-0000-2023,USDA,USDA,APHIS,Predictive modeling of invasive pest species and category at the port of entry using machine learning algorithms,Macine learning algorithms are used to develop with inspection data and improve prediction ability of detecting invasive/quarantine significant pests at the port of entry.,Operation and Management,Machine Learning,,Department of Agriculture
USDA-0001-2023,USDA,USDA,APHIS,Detection of pre-symptomatic HLB infected citrus,Identify pixels with HLB infection signature in multispectral and thermal imagery,Operation and Management,Visual Analysis,,Department of Agriculture
USDA-0002-2023,USDA,USDA,APHIS,High throughput phenotyping in citrus orchards,"Locate, count, and categorize citrus trees in an orchard to monitor orchard health",Operation and Management,Machine Learning,,Department of Agriculture
USDA-0003-2023,USDA,USDA,APHIS,Detection of aquatic weeds,Identify and locate aquatic weeds,Operation and Management,Machine Learning,,Department of Agriculture
USDA-0004-2023,USDA,USDA,APHIS,Automated Detection & Mapping of Host Plants from Ground Level Imagery,Generate maps of target trees from ground-level (streetview) imagery,Development and Acquisition,Machine Learning,,Department of Agriculture
USDA-0005-2023,USDA,USDA,APHIS,Standardization of cut flower business names for message set data,"Natural language processing technique. Data are cleaned (e.g., remove punctuation) to facilitate matching. Cosine similarity is calculated, similar terms are matched, and the results are output.",Implementation,Natural Language Processing,,Department of Agriculture
USDA-0006-2023,USDA,USDA,APHIS,"Approximate string or fuzzy matching, used to automate matching similar, but not identical, text in administrative documents","The algorithm computes a string similarity metric which can be used to classify similar strings into a single category, reducing information duplication and onerous, manual error-checking",Operation and Management,Fuzzy matching,,Department of Agriculture
USDA-0007-2023,USDA,USDA,APHIS,Training machine learning models to automatically read file attachments and save information into a more convenient Excel format.,"Artificial intelligence used to automate document processing and information extraction. Program managers often need information from specific form fields that are sent as PDF email attachments. Many emailed documents are received each day, making manually opening each attachment and copying the needed information too time-consuming. ",Operation and Management,Machine Learning,,Department of Agriculture
USDA-0008-2023,USDA,USDA,APHIS,Artificial Intelligence for correlative statistical analysis,"AI-type statistical techniques are used to model predictive relationships between variables. We routinely use modeling approaches such as random forest, artificial neural networks, k-nearest neighbor clustering, and support vector machines, for statistical prediction. ",Operation and Management,"Neural networks,Clustering",,Department of Agriculture
USDA-0009-2023,USDA,USDA,ARS,4% Repair Dashboard,"The model reviews the descriptions of expenses tagged to repairs and maintenance and classifies expenses as ""repair"" or ""not repair"" based on keywords in context.",Operation and Management,Natural Language Processing,,Department of Agriculture
USDA-0010-2023,USDA,USDA,ARS,ARS Project Mapping,NLP of research project plans including term analysis and clustering enables national program leaders to work with an interactive dashboard to find synergies and patterns within and across the various ARS research program portfolios.,Operation and Management,Natural Language Processing,,Department of Agriculture
USDA-0011-2023,USDA,USDA,ARS,NAL Automated indexing,"Cogito (vendor) software, uses AI for automated subject indexing to annotate peer reviewed journal articles (~500,000 annually) using the National Ag Library Thesaurus concept space (NALT). Only NALT concepts are annotated as metadata to content in the Library's bibliographic citation database, AGRICOLA, PubAg, and Ag Data Commons.",Operation and Management,Natural Language Processing,,Department of Agriculture
USDA-0012-2023,USDA,USDA,ERS,Democratizing Data,"The purpose of this project is to use AI tools, machine learning and natural language processing to understand how publicly-funded data and evidence are used to serve science and society.",Implementation,Natural Language Processing,,Department of Agriculture
